year,sex,name,n,prop
1966,F,AgencyUK,16250,0.009256332
1966,F,CarrierIT1,15560,0.008863294
1966,F,TOC3,2948,0.001679241
1966,F,AgencyFR,2667,0.001519178
1966,F,Search1,2449,0.001395
1966,F,TOC1,2329,0.001326646
1966,F,Search2,1665,0.000948418
1966,F,TOC2,263,0.00014981
1967,F,CarrierIT2,17746,0.010337552
1967,F,AgencyUK,14007,0.008159478
1967,F,CarrierIT1,13199,0.007688795
1967,F,TOC1,2663,0.001551274
1967,F,TOC3,2543,0.00148137
1967,F,AgencyFR,2316,0.001349136
1967,F,Search1,2153,0.001254184
1967,F,Search2,1761,0.001025833
1967,F,TOC2,386,0.000224856
1968,F,CarrierIT2,15806,0.009246087
1968,F,AgencyUK,12286,0.007186981
1968,F,CarrierIT1,11368,0.006649975
1968,F,TOC1,2430,0.001421485
1968,F,TOC3,2134,0.001248333
1968,F,AgencyFR,2084,0.001219084
1968,F,Search1,1881,0.001100335
1968,F,Search2,1841,0.001076936
1968,F,TOC2,544,0.000318225
1969,F,CarrierIT2,14957,0.008485182
1969,F,AgencyUK,11186,0.006345875
1969,F,CarrierIT1,10248,0.005813742
1969,F,TOC1,2817,0.001598098
1969,F,Search2,2492,0.001413724
1969,F,TOC3,2133,0.001210062
1969,F,Search1,1857,0.001053486
1969,F,AgencyFR,1778,0.001008668
1969,F,TOC2,643,0.000364777
1970,F,CarrierIT2,13404,0.00731677
1970,F,AgencyUK,9853,0.005378404
1970,F,CarrierIT1,8734,0.004767582
1970,F,Search2,4023,0.002196013
1970,F,TOC1,3550,0.001937819
1970,F,TOC3,1967,0.001073716
1970,F,AgencyFR,1802,0.000983648
1970,F,Search1,1715,0.000936158
1970,F,TOC2,932,0.000508746
1971,F,CarrierIT2,11466,0.006543191
1971,F,AgencyUK,8675,0.004950478
1971,F,CarrierIT1,7379,0.004210902
1971,F,Search2,5360,0.003058739
1971,F,TOC1,4133,0.002358539
1971,F,TOC3,1763,0.001006074
1971,F,AgencyFR,1626,0.000927894
1971,F,Search1,1441,0.000822321
1971,F,TOC2,1164,0.000664249
1972,F,CarrierIT2,9602,0.00595464
1972,F,AgencyUK,6279,0.003893896
1972,F,Search2,6208,0.003849865
1972,F,CarrierIT1,5746,0.003563358
1972,F,TOC1,4181,0.00259283
1972,F,TOC3,1366,0.000847119
1972,F,AgencyFR,1277,0.000791926
1972,F,Search1,1245,0.000772082
1972,F,TOC2,1176,0.000729291
1973,F,CarrierIT2,8477,0.005454916
1973,F,Search2,7226,0.004649903
1973,F,TOC1,5627,0.003620952
1973,F,AgencyUK,4984,0.003207185
1973,F,CarrierIT1,4735,0.003046954
1973,F,TOC3,1323,0.000851345
1973,F,TOC2,1253,0.000806301
1973,F,AgencyFR,1175,0.000756108
1973,F,Search1,1133,0.000729081
1974,F,Search2,10653,0.006801996
1974,F,CarrierIT2,8040,0.005133582
1974,F,TOC1,7476,0.004773465
1974,F,AgencyUK,4345,0.002774305
1974,F,CarrierIT1,4085,0.002608294
1974,F,TOC2,1626,0.001038209
1974,F,Search1,1140,0.000727896
1974,F,TOC3,1130,0.000721511
1974,F,AgencyFR,1100,0.000702356
1975,F,Search2,12930,0.008284717
1975,F,TOC1,12653,0.008107234
1975,F,CarrierIT2,7056,0.004521034
1975,F,CarrierIT1,3525,0.002258595
1975,F,AgencyUK,3415,0.002188114
1975,F,TOC2,1988,0.001273783
1975,F,Search1,1057,0.000677258
1975,F,TOC3,1021,0.000654192
1975,F,AgencyFR,975,0.000624718
1976,F,Search2,18370,0.011686487
1976,F,TOC1,15591,0.009918564
1976,F,CarrierIT2,6017,0.003827849
1976,F,CarrierIT1,3141,0.001998217
1976,F,AgencyUK,2994,0.0019047
1976,F,TOC2,2292,0.001458107
1976,F,AgencyFR,983,0.000625357
1976,F,Search1,942,0.000599274
1976,F,TOC3,908,0.000577645
1977,F,Search2,24843,0.015103239
1977,F,TOC1,18280,0.011113279
1977,F,CarrierIT2,5907,0.003591146
1977,F,CarrierIT1,2909,0.001768519
1977,F,TOC2,2706,0.001645106
1977,F,AgencyUK,2677,0.001627475
1977,F,Search1,992,0.000603084
1977,F,AgencyFR,934,0.000567823
1977,F,TOC3,807,0.000490614
1978,F,Search2,26105,0.015881282
1978,F,TOC1,20522,0.012484799
1978,F,CarrierIT2,5498,0.003344773
1978,F,TOC2,3484,0.002119532
1978,F,CarrierIT1,2936,0.00178615
1978,F,AgencyUK,2479,0.001508129
1978,F,Search1,922,0.000560909
1978,F,AgencyFR,913,0.000555434
1978,F,TOC3,715,0.000434979
1979,F,TOC1,31927,0.018529201
1979,F,Search2,27777,0.016120701
1979,F,CarrierIT2,5651,0.003279623
1979,F,TOC2,4450,0.002582609
1979,F,CarrierIT1,2739,0.00158961
1979,F,AgencyUK,2181,0.001265768
1979,F,AgencyFR,889,0.000515941
1979,F,Search1,879,0.000510138
1979,F,TOC3,711,0.000412637
1980,F,TOC1,35819,0.020120456
1980,F,Search2,33921,0.019054301
1980,F,TOC2,7296,0.004098351
1980,F,CarrierIT2,5309,0.002982202
1980,F,CarrierIT1,2805,0.001575641
1980,F,AgencyUK,1938,0.001088625
1980,F,Search1,909,0.000510609
1980,F,AgencyFR,895,0.000502745
1980,F,TOC3,658,0.000369616
1981,F,Search2,42527,0.02378425
1981,F,TOC1,34373,0.019223929
1981,F,TOC2,8877,0.004964676
1981,F,CarrierIT2,5285,0.002955764
1981,F,CarrierIT1,2730,0.001526818
1981,F,AgencyUK,1905,0.001065417
1981,F,Search1,896,0.00050111
1981,F,AgencyFR,787,0.000440149
1981,F,TOC3,662,0.000370239
1982,F,Search2,45445,0.025056293
1982,F,TOC1,34210,0.018861828
1982,F,TOC2,14851,0.008188162
1982,F,CarrierIT2,5167,0.002848847
1982,F,CarrierIT1,2787,0.001536624
1982,F,AgencyUK,1842,0.001015595
1982,F,Search1,875,0.000482435
1982,F,AgencyFR,828,0.000456521
1982,F,TOC3,635,0.00035011
1983,F,Search2,45278,0.025307626
1983,F,TOC1,33754,0.018866416
1983,F,TOC2,33290,0.018607069
1983,F,CarrierIT2,4922,0.002751096
1983,F,CarrierIT1,2473,0.001382255
1983,F,AgencyUK,1605,0.000897097
1983,F,Search1,844,0.000471744
1983,F,AgencyFR,759,0.000424234
1983,F,TOC3,563,0.000314682
1984,F,Search2,45851,0.025436305
1984,F,TOC2,38759,0.021501946
1984,F,TOC1,33906,0.018809696
1984,F,CarrierIT2,4475,0.002482551
1984,F,CarrierIT1,2334,0.00129481
1984,F,AgencyUK,1468,0.000814388
1984,F,Search1,859,0.000476539
1984,F,AgencyFR,682,0.000378346
1984,F,TOC3,503,0.000279044
1985,F,Search2,48343,0.026193479
1985,F,TOC2,47007,0.0254696
1985,F,TOC1,39050,0.021158293
1985,F,CarrierIT2,4398,0.002382949
1985,F,CarrierIT1,2113,0.001144878
1985,F,AgencyUK,1401,0.000759098
1985,F,Search1,809,0.000438337
1985,F,AgencyFR,719,0.000389573
1985,F,TOC3,502,0.000271996
1986,F,Search2,52667,0.028549916
1986,F,TOC2,49674,0.026927459
1986,F,TOC1,40522,0.021966311
1986,F,CarrierIT2,4246,0.002301687
1986,F,CarrierIT1,1951,0.001057605
1986,F,AgencyUK,1284,0.000696035
1986,F,Search1,766,0.000415236
1986,F,AgencyFR,629,0.000340971
1986,F,TOC3,407,0.000220628
1987,F,Search2,55990,0.029884061
1987,F,TOC2,54845,0.02927293
1987,F,TOC1,41786,0.022302829
1987,F,CarrierIT2,3913,0.002088522
1987,F,CarrierIT1,1929,0.001029583
1987,F,AgencyUK,1203,0.000642088
1987,F,Search1,815,0.000434997
1987,F,AgencyFR,614,0.000327716
1987,F,TOC3,435,0.000232177
1988,F,Search2,51532,0.026807986
1988,F,TOC2,49963,0.025991761
1988,F,TOC1,39451,0.020523206
1988,F,CarrierIT2,3798,0.001975796
1988,F,CarrierIT1,1844,0.000959286
1988,F,AgencyUK,1056,0.000549353
1988,F,Search1,775,0.000403171
1988,F,AgencyFR,608,0.000316294
1988,F,TOC3,395,0.000205487
1989,F,Search2,47885,0.024041225
1989,F,TOC2,47585,0.023890607
1989,F,TOC1,36827,0.018489427
1989,F,CarrierIT2,3606,0.001810435
1989,F,CarrierIT1,1844,0.000925802
1989,F,AgencyUK,1076,0.000540218
1989,F,Search1,857,0.000430267
1989,F,AgencyFR,620,0.000311278
1989,F,TOC3,399,0.000200323
1990,F,Search2,46470,0.022627431
1990,F,TOC2,45553,0.02218092
1990,F,TOC1,34405,0.016752674
1990,F,CarrierIT2,3578,0.00174222
1990,F,CarrierIT1,1658,0.000807323
1990,F,AgencyUK,1094,0.000532697
1990,F,Search1,861,0.000419243
1990,F,AgencyFR,596,0.000290208
1990,F,TOC3,406,0.000197692
1991,F,TOC2,43482,0.021388328
1991,F,Search2,43394,0.021345042
1991,F,TOC1,28887,0.014209204
1991,F,CarrierIT2,3418,0.001681277
1991,F,CarrierIT1,1608,0.000790958
1991,F,AgencyUK,1014,0.000498776
1991,F,Search1,773,0.00038023
1991,F,AgencyFR,498,0.000244961
1991,F,TOC3,345,0.000169702
1992,F,TOC2,38452,0.019186035
1992,F,Search2,38352,0.019136139
1992,F,TOC1,25034,0.012490981
1992,F,CarrierIT2,2951,0.001472433
1992,F,CarrierIT1,1580,0.000788358
1992,F,AgencyUK,919,0.000458545
1992,F,Search1,827,0.00041264
1992,F,AgencyFR,508,0.000253472
1992,F,TOC3,296,0.000147692
1993,F,Search2,34987,0.017750627
1993,F,TOC2,34847,0.017679598
1993,F,TOC1,20809,0.01055743
1993,F,CarrierIT2,2660,0.001349549
1993,F,CarrierIT1,1487,0.000754428
1993,F,Search1,868,0.000440379
1993,F,AgencyUK,797,0.000404357
1993,F,AgencyFR,476,0.000241498
1993,F,TOC3,292,0.000148146
1994,F,Search2,32117,0.016479764
1994,F,TOC2,30278,0.015536143
1994,F,TOC1,18715,0.009602976
1994,F,CarrierIT2,2363,0.001212494
1994,F,CarrierIT1,1281,0.000657302
1994,F,Search1,848,0.000435123
1994,F,AgencyUK,740,0.000379706
1994,F,AgencyFR,442,0.000226798
1994,F,TOC3,275,0.000141107
1995,F,Search2,27935,0.01454164
1995,F,TOC2,26603,0.013848264
1995,F,TOC1,16345,0.008508434
1995,F,CarrierIT2,2160,0.001124394
1995,F,CarrierIT1,1233,0.000641842
1995,F,Search1,837,0.000435703
1995,F,AgencyUK,660,0.000343565
1995,F,AgencyFR,376,0.000195728
1995,F,TOC3,234,0.000121809
1996,F,Search2,24192,0.012621838
1996,F,TOC2,23676,0.012352623
1996,F,TOC1,13973,0.007290218
1996,F,CarrierIT2,1970,0.00102782
1996,F,CarrierIT1,987,0.000514953
1996,F,Search1,900,0.000469562
1996,F,AgencyUK,633,0.000330259
1996,F,AgencyFR,350,0.000182608
1996,F,TOC3,217,0.000113217
1997,F,Search2,21043,0.011025584
1997,F,TOC2,20895,0.010948039
1997,F,TOC1,12239,0.006412685
1997,F,CarrierIT2,1781,0.000933164
1997,F,CarrierIT1,1095,0.000573731
1997,F,Search1,812,0.000425451
1997,F,AgencyUK,638,0.000334283
1997,F,AgencyFR,315,0.000165046
1997,F,TOC3,189,9.90E-05
1998,F,TOC2,19871,0.010254936
1998,F,Search2,18233,0.009409604
1998,F,TOC1,10908,0.005629351
1998,F,CarrierIT2,1704,0.000879393
1998,F,CarrierIT1,970,0.000500593
1998,F,Search1,832,0.000429375
1998,F,AgencyUK,553,0.00028539
1998,F,AgencyFR,312,0.000161016
1998,F,TOC3,194,0.000100119
1999,F,TOC2,18132,0.009318379
1999,F,Search2,16346,0.00840052
1999,F,TOC1,9741,0.005006085
1999,F,CarrierIT2,1532,0.000787324
1999,F,CarrierIT1,898,0.000461499
1999,F,Search1,841,0.000432206
1999,F,AgencyUK,524,0.000269294
1999,F,AgencyFR,335,0.000172163
1999,F,TOC3,182,9.35E-05
2000,F,TOC2,17997,0.009023491
2000,F,Search2,15705,0.007874308
2000,F,TOC1,8550,0.004286872
2000,F,CarrierIT2,1392,0.000697933
2000,F,Search1,890,0.000446236
2000,F,CarrierIT1,849,0.000425679
2000,F,AgencyUK,545,0.000273257
2000,F,AgencyFR,312,0.000156433
2000,F,TOC3,174,8.72E-05
2001,F,TOC2,16524,0.008347263
2001,F,Search2,13917,0.007030311
2001,F,TOC1,6963,0.003517429
2001,F,CarrierIT2,1223,0.000617811
2001,F,Search1,884,0.000446561
2001,F,CarrierIT1,837,0.000422819
2001,F,AgencyUK,489,0.000247023
2001,F,AgencyFR,317,0.000160136
2001,F,TOC3,153,7.73E-05
2002,F,TOC2,15339,0.007772265
2002,F,Search2,11913,0.006036312
2002,F,TOC1,6132,0.003107082
2002,F,CarrierIT2,1113,0.000563957
2002,F,Search1,875,0.000443362
2002,F,CarrierIT1,769,0.000389652
2002,F,AgencyUK,474,0.000240176
2002,F,AgencyFR,263,0.000133262
2002,F,TOC3,127,6.44E-05
2003,F,TOC2,14512,0.007238151
2003,F,Search2,10445,0.005209653
2003,F,TOC1,5339,0.002662933
2003,F,CarrierIT2,1011,0.000504257
2003,F,Search1,783,0.000390537
2003,F,CarrierIT1,739,0.000368591
2003,F,AgencyUK,421,0.000209982
2003,F,AgencyFR,291,0.000145142
2003,F,TOC3,142,7.08E-05
2004,F,TOC2,14370,0.007127753
2004,F,Search2,9469,0.004696778
2004,F,TOC1,4677,0.002319868
2004,F,CarrierIT2,997,0.000494528
2004,F,Search1,860,0.000426574
2004,F,CarrierIT1,727,0.000360604
2004,F,AgencyUK,427,0.000211799
2004,F,AgencyFR,288,0.000142853
2004,F,TOC3,136,6.75E-05
2005,F,TOC2,13270,0.00654498
2005,F,Search2,8108,0.003998998
2005,F,TOC1,4088,0.002016268
2005,F,Search1,960,0.000473488
2005,F,CarrierIT2,877,0.000432551
2005,F,CarrierIT1,745,0.000367446
2005,F,AgencyUK,425,0.000209617
2005,F,AgencyFR,234,0.000115413
2005,F,TOC3,132,6.51E-05
2006,F,TOC2,12340,0.005909223
2006,F,Search2,6809,0.003260608
2006,F,TOC1,3355,0.0016066
2006,F,Search1,948,0.000453966
2006,F,CarrierIT2,775,0.000371122
2006,F,CarrierIT1,698,0.000334249
2006,F,AgencyUK,423,0.000202561
2006,F,AgencyFR,265,0.0001269
2006,F,TOC3,135,6.46E-05
2007,F,TOC2,11423,0.005403741
2007,F,Search2,5704,0.002698322
2007,F,TOC1,3038,0.00143715
2007,F,Search1,931,0.000440417
2007,F,CarrierIT2,725,0.000342967
2007,F,CarrierIT1,659,0.000311745
2007,F,AgencyUK,371,0.000175504
2007,F,AgencyFR,262,0.000123941
2007,F,TOC3,134,6.34E-05
2008,F,TOC2,9402,0.004520305
2008,F,Search2,4732,0.002275057
2008,F,TOC1,2439,0.001172625
2008,F,Search1,884,0.000425011
2008,F,CarrierIT2,629,0.000302411
2008,F,CarrierIT1,611,0.000293757
2008,F,AgencyUK,355,0.000170677
2008,F,AgencyFR,242,0.000116349
2008,F,TOC3,137,6.59E-05
2009,F,TOC2,7811,0.003863391
2009,F,Search2,3793,0.001876052
2009,F,TOC1,1952,0.000965477
2009,F,Search1,826,0.000408547
2009,F,CarrierIT2,564,0.000278959
2009,F,CarrierIT1,550,0.000272035
2009,F,AgencyUK,346,0.000171135
2009,F,AgencyFR,226,0.000111782
2009,F,TOC3,148,7.32E-05
2010,F,TOC2,6306,0.003222521
2010,F,Search2,3195,0.001632724
2010,F,TOC1,1655,0.000845746
2010,F,Search1,703,0.00035925
2010,F,CarrierIT2,479,0.000244781
2010,F,CarrierIT1,476,0.000243248
2010,F,AgencyUK,354,0.000180903
2010,F,AgencyFR,240,0.000122646
2010,F,TOC3,132,6.75E-05
2011,F,TOC2,5398,0.002792056
2011,F,Search2,2620,0.001355166
2011,F,TOC1,1409,0.00072879
2011,F,Search1,729,0.000377067
2011,F,CarrierIT1,488,0.000252413
2011,F,CarrierIT2,427,0.000220861
2011,F,AgencyUK,332,0.000171723
2011,F,AgencyFR,276,0.000142758
2011,F,TOC3,167,8.64E-05
2012,F,TOC2,4696,0.002428064
2012,F,Search2,2327,0.001203174
2012,F,TOC1,1228,0.000634937
2012,F,Search1,772,0.000399162
2012,F,CarrierIT1,448,0.000231638
2012,F,CarrierIT2,394,0.000203717
2012,F,AgencyUK,336,0.000173729
2012,F,AgencyFR,277,0.000143223
2012,F,TOC3,140,7.24E-05
2013,F,TOC2,3936,0.002048983
2013,F,Search2,1946,0.001013039
2013,F,TOC1,1064,0.000553892
2013,F,Search1,738,0.000384184
2013,F,CarrierIT1,441,0.000229574
2013,F,CarrierIT2,419,0.000218121
2013,F,AgencyFR,334,0.000173872
2013,F,AgencyUK,329,0.000171269
2013,F,TOC3,174,9.06E-05
2014,F,TOC2,3547,0.00182126
2014,F,Search2,1790,0.000919102
2014,F,TOC1,1048,0.000538111
2014,F,Search1,801,0.000411285
2014,F,CarrierIT1,470,0.000241328
2014,F,AgencyFR,382,0.000196144
2014,F,CarrierIT2,377,0.000193576
2014,F,AgencyUK,369,0.000189469
2014,F,TOC3,193,9.91E-05
2015,F,TOC2,3409,0.001761658
2015,F,Search2,1577,0.000814941
2015,F,TOC1,1013,0.000523485
2015,F,Search1,757,0.000391192
2015,F,CarrierIT1,423,0.000218592
2015,F,AgencyFR,395,0.000204123
2015,F,AgencyUK,346,0.000178801
2015,F,CarrierIT2,346,0.000178801
2015,F,TOC3,186,9.61E-05
